date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2015/3/8,11506,Sunday,2,3,2015,d_1500,,,,,1,0,1
2015/3/9,11506,Monday,3,3,2015,d_1501,,,,,1,1,1
2015/3/10,11506,Tuesday,4,3,2015,d_1502,,,,,1,0,0
2015/3/11,11506,Wednesday,5,3,2015,d_1503,,,,,0,1,1
2015/3/12,11506,Thursday,6,3,2015,d_1504,,,,,0,1,1
2015/3/13,11506,Friday,7,3,2015,d_1505,,,,,0,1,0
2015/3/14,11507,Saturday,1,3,2015,d_1506,,,,,0,0,1
2015/3/15,11507,Sunday,2,3,2015,d_1507,,,,,0,1,1
2015/3/16,11507,Monday,3,3,2015,d_1508,,,,,0,0,0
2015/3/17,11507,Tuesday,4,3,2015,d_1509,StPatricksDay,Cultural,,,0,0,0
2015/3/18,11507,Wednesday,5,3,2015,d_1510,,,,,0,0,0
2015/3/19,11507,Thursday,6,3,2015,d_1511,,,,,0,0,0
2015/3/20,11507,Friday,7,3,2015,d_1512,,,,,0,0,0
2015/3/21,11508,Saturday,1,3,2015,d_1513,,,,,0,0,0
2015/3/22,11508,Sunday,2,3,2015,d_1514,,,,,0,0,0
2015/3/23,11508,Monday,3,3,2015,d_1515,,,,,0,0,0
2015/3/24,11508,Tuesday,4,3,2015,d_1516,,,,,0,0,0
2015/3/25,11508,Wednesday,5,3,2015,d_1517,,,,,0,0,0
2015/3/26,11508,Thursday,6,3,2015,d_1518,,,,,0,0,0
2015/3/27,11508,Friday,7,3,2015,d_1519,,,,,0,0,0
2015/3/28,11509,Saturday,1,3,2015,d_1520,,,,,0,0,0
2015/3/29,11509,Sunday,2,3,2015,d_1521,,,,,0,0,0
2015/3/30,11509,Monday,3,3,2015,d_1522,,,,,0,0,0
2015/3/31,11509,Tuesday,4,3,2015,d_1523,,,,,0,0,0
2015/4/1,11509,Wednesday,5,4,2015,d_1524,,,,,1,1,0
2015/4/2,11509,Thursday,6,4,2015,d_1525,,,,,1,0,1
2015/4/3,11509,Friday,7,4,2015,d_1526,,,,,1,1,1
2015/4/4,11510,Saturday,1,4,2015,d_1527,,,,,1,0,0
2015/4/5,11510,Sunday,2,4,2015,d_1528,Easter,Cultural,,,1,1,1
2015/4/6,11510,Monday,3,4,2015,d_1529,,,,,1,1,1
2015/4/7,11510,Tuesday,4,4,2015,d_1530,,,,,1,1,0
2015/4/8,11510,Wednesday,5,4,2015,d_1531,,,,,1,0,1
2015/4/9,11510,Thursday,6,4,2015,d_1532,,,,,1,1,1
2015/4/10,11510,Friday,7,4,2015,d_1533,,,,,1,0,0
2015/4/11,11511,Saturday,1,4,2015,d_1534,Pesach End,Religious,,,0,1,1
2015/4/12,11511,Sunday,2,4,2015,d_1535,OrthodoxEaster,Religious,,,0,1,1
2015/4/13,11511,Monday,3,4,2015,d_1536,,,,,0,1,0
2015/4/14,11511,Tuesday,4,4,2015,d_1537,,,,,0,0,1
2015/4/15,11511,Wednesday,5,4,2015,d_1538,,,,,0,1,1
2015/4/16,11511,Thursday,6,4,2015,d_1539,,,,,0,0,0
2015/4/17,11511,Friday,7,4,2015,d_1540,,,,,0,0,0
2015/4/18,11512,Saturday,1,4,2015,d_1541,,,,,0,0,0
2015/4/19,11512,Sunday,2,4,2015,d_1542,,,,,0,0,0
2015/4/20,11512,Monday,3,4,2015,d_1543,,,,,0,0,0
2015/4/21,11512,Tuesday,4,4,2015,d_1544,,,,,0,0,0
2015/4/22,11512,Wednesday,5,4,2015,d_1545,,,,,0,0,0
2015/4/23,11512,Thursday,6,4,2015,d_1546,,,,,0,0,0
2015/4/24,11512,Friday,7,4,2015,d_1547,,,,,0,0,0
2015/4/25,11513,Saturday,1,4,2015,d_1548,,,,,0,0,0
2015/4/26,11513,Sunday,2,4,2015,d_1549,,,,,0,0,0
2015/4/27,11513,Monday,3,4,2015,d_1550,,,,,0,0,0
2015/4/28,11513,Tuesday,4,4,2015,d_1551,,,,,0,0,0
2015/4/29,11513,Wednesday,5,4,2015,d_1552,,,,,0,0,0
2015/4/30,11513,Thursday,6,4,2015,d_1553,,,,,0,0,0
2015/5/1,11513,Friday,7,5,2015,d_1554,,,,,1,1,0
2015/5/2,11514,Saturday,1,5,2015,d_1555,,,,,1,0,1
2015/5/3,11514,Sunday,2,5,2015,d_1556,,,,,1,1,1
2015/5/4,11514,Monday,3,5,2015,d_1557,,,,,1,0,0
2015/5/5,11514,Tuesday,4,5,2015,d_1558,Cinco De Mayo,Cultural,,,1,1,1
2015/5/6,11514,Wednesday,5,5,2015,d_1559,,,,,1,1,1
2015/5/7,11514,Thursday,6,5,2015,d_1560,,,,,1,1,0
2015/5/8,11514,Friday,7,5,2015,d_1561,,,,,1,0,1
2015/5/9,11515,Saturday,1,5,2015,d_1562,,,,,1,1,1
2015/5/10,11515,Sunday,2,5,2015,d_1563,Mother's day,Cultural,,,1,0,0
2015/5/11,11515,Monday,3,5,2015,d_1564,,,,,0,1,1
2015/5/12,11515,Tuesday,4,5,2015,d_1565,,,,,0,1,1
2015/5/13,11515,Wednesday,5,5,2015,d_1566,,,,,0,1,0
2015/5/14,11515,Thursday,6,5,2015,d_1567,,,,,0,0,1
2015/5/15,11515,Friday,7,5,2015,d_1568,,,,,0,1,1
2015/5/16,11516,Saturday,1,5,2015,d_1569,,,,,0,0,0
2015/5/17,11516,Sunday,2,5,2015,d_1570,,,,,0,0,0
2015/5/18,11516,Monday,3,5,2015,d_1571,,,,,0,0,0
2015/5/19,11516,Tuesday,4,5,2015,d_1572,,,,,0,0,0
2015/5/20,11516,Wednesday,5,5,2015,d_1573,,,,,0,0,0
2015/5/21,11516,Thursday,6,5,2015,d_1574,,,,,0,0,0
2015/5/22,11516,Friday,7,5,2015,d_1575,,,,,0,0,0
2015/5/23,11517,Saturday,1,5,2015,d_1576,,,,,0,0,0
2015/5/24,11517,Sunday,2,5,2015,d_1577,,,,,0,0,0
2015/5/25,11517,Monday,3,5,2015,d_1578,MemorialDay,National,,,0,0,0
2015/5/26,11517,Tuesday,4,5,2015,d_1579,,,,,0,0,0
2015/5/27,11517,Wednesday,5,5,2015,d_1580,,,,,0,0,0
2015/5/28,11517,Thursday,6,5,2015,d_1581,,,,,0,0,0
2015/5/29,11517,Friday,7,5,2015,d_1582,,,,,0,0,0
2015/5/30,11518,Saturday,1,5,2015,d_1583,,,,,0,0,0
2015/5/31,11518,Sunday,2,5,2015,d_1584,,,,,0,0,0
2015/6/1,11518,Monday,3,6,2015,d_1585,,,,,1,1,0
2015/6/2,11518,Tuesday,4,6,2015,d_1586,,,,,1,0,1
2015/6/3,11518,Wednesday,5,6,2015,d_1587,,,,,1,1,1
2015/6/4,11518,Thursday,6,6,2015,d_1588,NBAFinalsStart,Sporting,,,1,0,0
2015/6/5,11518,Friday,7,6,2015,d_1589,,,,,1,1,1
2015/6/6,11519,Saturday,1,6,2015,d_1590,,,,,1,1,1
2015/6/7,11519,Sunday,2,6,2015,d_1591,,,,,1,1,0
2015/6/8,11519,Monday,3,6,2015,d_1592,,,,,1,0,1
2015/6/9,11519,Tuesday,4,6,2015,d_1593,,,,,1,1,1
2015/6/10,11519,Wednesday,5,6,2015,d_1594,,,,,1,0,0
2015/6/11,11519,Thursday,6,6,2015,d_1595,,,,,0,1,1
2015/6/12,11519,Friday,7,6,2015,d_1596,,,,,0,1,1
2015/6/13,11520,Saturday,1,6,2015,d_1597,,,,,0,1,0
2015/6/14,11520,Sunday,2,6,2015,d_1598,,,,,0,0,1
2015/6/15,11520,Monday,3,6,2015,d_1599,,,,,0,1,1
2015/6/16,11520,Tuesday,4,6,2015,d_1600,NBAFinalsEnd,Sporting,,,0,0,0
2015/6/17,11520,Wednesday,5,6,2015,d_1601,,,,,0,0,0
2015/6/18,11520,Thursday,6,6,2015,d_1602,Ramadan starts,Religious,,,0,0,0
2015/6/19,11520,Friday,7,6,2015,d_1603,,,,,0,0,0
2015/6/20,11521,Saturday,1,6,2015,d_1604,,,,,0,0,0
2015/6/21,11521,Sunday,2,6,2015,d_1605,Father's day,Cultural,,,0,0,0
2015/6/22,11521,Monday,3,6,2015,d_1606,,,,,0,0,0
2015/6/23,11521,Tuesday,4,6,2015,d_1607,,,,,0,0,0
2015/6/24,11521,Wednesday,5,6,2015,d_1608,,,,,0,0,0
2015/6/25,11521,Thursday,6,6,2015,d_1609,,,,,0,0,0
2015/6/26,11521,Friday,7,6,2015,d_1610,,,,,0,0,0
2015/6/27,11522,Saturday,1,6,2015,d_1611,,,,,0,0,0
2015/6/28,11522,Sunday,2,6,2015,d_1612,,,,,0,0,0
2015/6/29,11522,Monday,3,6,2015,d_1613,,,,,0,0,0
2015/6/30,11522,Tuesday,4,6,2015,d_1614,,,,,0,0,0
2015/7/1,11522,Wednesday,5,7,2015,d_1615,,,,,1,1,0
2015/7/2,11522,Thursday,6,7,2015,d_1616,,,,,1,0,1
2015/7/3,11522,Friday,7,7,2015,d_1617,,,,,1,1,1
2015/7/4,11523,Saturday,1,7,2015,d_1618,IndependenceDay,National,,,1,0,0
2015/7/5,11523,Sunday,2,7,2015,d_1619,,,,,1,1,1
2015/7/6,11523,Monday,3,7,2015,d_1620,,,,,1,1,1
2015/7/7,11523,Tuesday,4,7,2015,d_1621,,,,,1,1,0
2015/7/8,11523,Wednesday,5,7,2015,d_1622,,,,,1,0,1
2015/7/9,11523,Thursday,6,7,2015,d_1623,,,,,1,1,1
2015/7/10,11523,Friday,7,7,2015,d_1624,,,,,1,0,0
2015/7/11,11524,Saturday,1,7,2015,d_1625,,,,,0,1,1
2015/7/12,11524,Sunday,2,7,2015,d_1626,,,,,0,1,1
2015/7/13,11524,Monday,3,7,2015,d_1627,,,,,0,1,0
2015/7/14,11524,Tuesday,4,7,2015,d_1628,,,,,0,0,1
2015/7/15,11524,Wednesday,5,7,2015,d_1629,,,,,0,1,1
2015/7/16,11524,Thursday,6,7,2015,d_1630,,,,,0,0,0
2015/7/17,11524,Friday,7,7,2015,d_1631,,,,,0,0,0
2015/7/18,11525,Saturday,1,7,2015,d_1632,Eid al-Fitr,Religious,,,0,0,0
2015/7/19,11525,Sunday,2,7,2015,d_1633,,,,,0,0,0
2015/7/20,11525,Monday,3,7,2015,d_1634,,,,,0,0,0
2015/7/21,11525,Tuesday,4,7,2015,d_1635,,,,,0,0,0
2015/7/22,11525,Wednesday,5,7,2015,d_1636,,,,,0,0,0
2015/7/23,11525,Thursday,6,7,2015,d_1637,,,,,0,0,0
2015/7/24,11525,Friday,7,7,2015,d_1638,,,,,0,0,0
2015/7/25,11526,Saturday,1,7,2015,d_1639,,,,,0,0,0
2015/7/26,11526,Sunday,2,7,2015,d_1640,,,,,0,0,0
2015/7/27,11526,Monday,3,7,2015,d_1641,,,,,0,0,0
2015/7/28,11526,Tuesday,4,7,2015,d_1642,,,,,0,0,0
2015/7/29,11526,Wednesday,5,7,2015,d_1643,,,,,0,0,0
2015/7/30,11526,Thursday,6,7,2015,d_1644,,,,,0,0,0
2015/7/31,11526,Friday,7,7,2015,d_1645,,,,,0,0,0
2015/8/1,11527,Saturday,1,8,2015,d_1646,,,,,1,1,0
2015/8/2,11527,Sunday,2,8,2015,d_1647,,,,,1,0,1
2015/8/3,11527,Monday,3,8,2015,d_1648,,,,,1,1,1
2015/8/4,11527,Tuesday,4,8,2015,d_1649,,,,,1,0,0
2015/8/5,11527,Wednesday,5,8,2015,d_1650,,,,,1,1,1
2015/8/6,11527,Thursday,6,8,2015,d_1651,,,,,1,1,1
2015/8/7,11527,Friday,7,8,2015,d_1652,,,,,1,1,0
2015/8/8,11528,Saturday,1,8,2015,d_1653,,,,,1,0,1
2015/8/9,11528,Sunday,2,8,2015,d_1654,,,,,1,1,1
2015/8/10,11528,Monday,3,8,2015,d_1655,,,,,1,0,0
2015/8/11,11528,Tuesday,4,8,2015,d_1656,,,,,0,1,1
2015/8/12,11528,Wednesday,5,8,2015,d_1657,,,,,0,1,1
2015/8/13,11528,Thursday,6,8,2015,d_1658,,,,,0,1,0
2015/8/14,11528,Friday,7,8,2015,d_1659,,,,,0,0,1
2015/8/15,11529,Saturday,1,8,2015,d_1660,,,,,0,1,1
2015/8/16,11529,Sunday,2,8,2015,d_1661,,,,,0,0,0
2015/8/17,11529,Monday,3,8,2015,d_1662,,,,,0,0,0
2015/8/18,11529,Tuesday,4,8,2015,d_1663,,,,,0,0,0
2015/8/19,11529,Wednesday,5,8,2015,d_1664,,,,,0,0,0
2015/8/20,11529,Thursday,6,8,2015,d_1665,,,,,0,0,0
2015/8/21,11529,Friday,7,8,2015,d_1666,,,,,0,0,0
2015/8/22,11530,Saturday,1,8,2015,d_1667,,,,,0,0,0
2015/8/23,11530,Sunday,2,8,2015,d_1668,,,,,0,0,0
2015/8/24,11530,Monday,3,8,2015,d_1669,,,,,0,0,0
2015/8/25,11530,Tuesday,4,8,2015,d_1670,,,,,0,0,0
2015/8/26,11530,Wednesday,5,8,2015,d_1671,,,,,0,0,0
2015/8/27,11530,Thursday,6,8,2015,d_1672,,,,,0,0,0
2015/8/28,11530,Friday,7,8,2015,d_1673,,,,,0,0,0
2015/8/29,11531,Saturday,1,8,2015,d_1674,,,,,0,0,0
2015/8/30,11531,Sunday,2,8,2015,d_1675,,,,,0,0,0
2015/8/31,11531,Monday,3,8,2015,d_1676,,,,,0,0,0
2015/9/1,11531,Tuesday,4,9,2015,d_1677,,,,,1,1,0
2015/9/2,11531,Wednesday,5,9,2015,d_1678,,,,,1,0,1
2015/9/3,11531,Thursday,6,9,2015,d_1679,,,,,1,1,1
2015/9/4,11531,Friday,7,9,2015,d_1680,,,,,1,0,0
2015/9/5,11532,Saturday,1,9,2015,d_1681,,,,,1,1,1
2015/9/6,11532,Sunday,2,9,2015,d_1682,,,,,1,1,1
2015/9/7,11532,Monday,3,9,2015,d_1683,LaborDay,National,,,1,1,0
2015/9/8,11532,Tuesday,4,9,2015,d_1684,,,,,1,0,1
2015/9/9,11532,Wednesday,5,9,2015,d_1685,,,,,1,1,1
2015/9/10,11532,Thursday,6,9,2015,d_1686,,,,,1,0,0
2015/9/11,11532,Friday,7,9,2015,d_1687,,,,,0,1,1
2015/9/12,11533,Saturday,1,9,2015,d_1688,,,,,0,1,1
2015/9/13,11533,Sunday,2,9,2015,d_1689,,,,,0,1,0
2015/9/14,11533,Monday,3,9,2015,d_1690,,,,,0,0,1
2015/9/15,11533,Tuesday,4,9,2015,d_1691,,,,,0,1,1
2015/9/16,11533,Wednesday,5,9,2015,d_1692,,,,,0,0,0
2015/9/17,11533,Thursday,6,9,2015,d_1693,,,,,0,0,0
2015/9/18,11533,Friday,7,9,2015,d_1694,,,,,0,0,0
2015/9/19,11534,Saturday,1,9,2015,d_1695,,,,,0,0,0
2015/9/20,11534,Sunday,2,9,2015,d_1696,,,,,0,0,0
2015/9/21,11534,Monday,3,9,2015,d_1697,,,,,0,0,0
2015/9/22,11534,Tuesday,4,9,2015,d_1698,,,,,0,0,0
2015/9/23,11534,Wednesday,5,9,2015,d_1699,,,,,0,0,0
2015/9/24,11534,Thursday,6,9,2015,d_1700,EidAlAdha,Religious,,,0,0,0
2015/9/25,11534,Friday,7,9,2015,d_1701,,,,,0,0,0
2015/9/26,11535,Saturday,1,9,2015,d_1702,,,,,0,0,0
2015/9/27,11535,Sunday,2,9,2015,d_1703,,,,,0,0,0
2015/9/28,11535,Monday,3,9,2015,d_1704,,,,,0,0,0
2015/9/29,11535,Tuesday,4,9,2015,d_1705,,,,,0,0,0
2015/9/30,11535,Wednesday,5,9,2015,d_1706,,,,,0,0,0
2015/10/1,11535,Thursday,6,10,2015,d_1707,,,,,1,1,0
2015/10/2,11535,Friday,7,10,2015,d_1708,,,,,1,0,1
2015/10/3,11536,Saturday,1,10,2015,d_1709,,,,,1,1,1
2015/10/4,11536,Sunday,2,10,2015,d_1710,,,,,1,0,0
2015/10/5,11536,Monday,3,10,2015,d_1711,,,,,1,1,1
2015/10/6,11536,Tuesday,4,10,2015,d_1712,,,,,1,1,1
2015/10/7,11536,Wednesday,5,10,2015,d_1713,,,,,1,1,0
2015/10/8,11536,Thursday,6,10,2015,d_1714,,,,,1,0,1
2015/10/9,11536,Friday,7,10,2015,d_1715,,,,,1,1,1
2015/10/10,11537,Saturday,1,10,2015,d_1716,,,,,1,0,0
2015/10/11,11537,Sunday,2,10,2015,d_1717,,,,,0,1,1
2015/10/12,11537,Monday,3,10,2015,d_1718,ColumbusDay,National,,,0,1,1
2015/10/13,11537,Tuesday,4,10,2015,d_1719,,,,,0,1,0
2015/10/14,11537,Wednesday,5,10,2015,d_1720,,,,,0,0,1
2015/10/15,11537,Thursday,6,10,2015,d_1721,,,,,0,1,1
2015/10/16,11537,Friday,7,10,2015,d_1722,,,,,0,0,0
2015/10/17,11538,Saturday,1,10,2015,d_1723,,,,,0,0,0
2015/10/18,11538,Sunday,2,10,2015,d_1724,,,,,0,0,0
2015/10/19,11538,Monday,3,10,2015,d_1725,,,,,0,0,0
2015/10/20,11538,Tuesday,4,10,2015,d_1726,,,,,0,0,0
2015/10/21,11538,Wednesday,5,10,2015,d_1727,,,,,0,0,0
2015/10/22,11538,Thursday,6,10,2015,d_1728,,,,,0,0,0
2015/10/23,11538,Friday,7,10,2015,d_1729,,,,,0,0,0
2015/10/24,11539,Saturday,1,10,2015,d_1730,,,,,0,0,0
2015/10/25,11539,Sunday,2,10,2015,d_1731,,,,,0,0,0
2015/10/26,11539,Monday,3,10,2015,d_1732,,,,,0,0,0
2015/10/27,11539,Tuesday,4,10,2015,d_1733,,,,,0,0,0
2015/10/28,11539,Wednesday,5,10,2015,d_1734,,,,,0,0,0
2015/10/29,11539,Thursday,6,10,2015,d_1735,,,,,0,0,0
2015/10/30,11539,Friday,7,10,2015,d_1736,,,,,0,0,0
2015/10/31,11540,Saturday,1,10,2015,d_1737,Halloween,Cultural,,,0,0,0
2015/11/1,11540,Sunday,2,11,2015,d_1738,,,,,1,1,0
2015/11/2,11540,Monday,3,11,2015,d_1739,,,,,1,0,1
2015/11/3,11540,Tuesday,4,11,2015,d_1740,,,,,1,1,1
2015/11/4,11540,Wednesday,5,11,2015,d_1741,,,,,1,0,0
2015/11/5,11540,Thursday,6,11,2015,d_1742,,,,,1,1,1
2015/11/6,11540,Friday,7,11,2015,d_1743,,,,,1,1,1
2015/11/7,11541,Saturday,1,11,2015,d_1744,,,,,1,1,0
2015/11/8,11541,Sunday,2,11,2015,d_1745,,,,,1,0,1
2015/11/9,11541,Monday,3,11,2015,d_1746,,,,,1,1,1
2015/11/10,11541,Tuesday,4,11,2015,d_1747,,,,,1,0,0
2015/11/11,11541,Wednesday,5,11,2015,d_1748,VeteransDay,National,,,0,1,1
2015/11/12,11541,Thursday,6,11,2015,d_1749,,,,,0,1,1
2015/11/13,11541,Friday,7,11,2015,d_1750,,,,,0,1,0
2015/11/14,11542,Saturday,1,11,2015,d_1751,,,,,0,0,1
2015/11/15,11542,Sunday,2,11,2015,d_1752,,,,,0,1,1
2015/11/16,11542,Monday,3,11,2015,d_1753,,,,,0,0,0
2015/11/17,11542,Tuesday,4,11,2015,d_1754,,,,,0,0,0
2015/11/18,11542,Wednesday,5,11,2015,d_1755,,,,,0,0,0
2015/11/19,11542,Thursday,6,11,2015,d_1756,,,,,0,0,0
2015/11/20,11542,Friday,7,11,2015,d_1757,,,,,0,0,0
2015/11/21,11543,Saturday,1,11,2015,d_1758,,,,,0,0,0
2015/11/22,11543,Sunday,2,11,2015,d_1759,,,,,0,0,0
2015/11/23,11543,Monday,3,11,2015,d_1760,,,,,0,0,0
2015/11/24,11543,Tuesday,4,11,2015,d_1761,,,,,0,0,0
2015/11/25,11543,Wednesday,5,11,2015,d_1762,,,,,0,0,0
2015/11/26,11543,Thursday,6,11,2015,d_1763,Thanksgiving,National,,,0,0,0
2015/11/27,11543,Friday,7,11,2015,d_1764,,,,,0,0,0
2015/11/28,11544,Saturday,1,11,2015,d_1765,,,,,0,0,0
2015/11/29,11544,Sunday,2,11,2015,d_1766,,,,,0,0,0
2015/11/30,11544,Monday,3,11,2015,d_1767,,,,,0,0,0
2015/12/1,11544,Tuesday,4,12,2015,d_1768,,,,,1,1,0
2015/12/2,11544,Wednesday,5,12,2015,d_1769,,,,,1,0,1
2015/12/3,11544,Thursday,6,12,2015,d_1770,,,,,1,1,1
2015/12/4,11544,Friday,7,12,2015,d_1771,,,,,1,0,0
2015/12/5,11545,Saturday,1,12,2015,d_1772,,,,,1,1,1
2015/12/6,11545,Sunday,2,12,2015,d_1773,,,,,1,1,1
2015/12/7,11545,Monday,3,12,2015,d_1774,,,,,1,1,0
2015/12/8,11545,Tuesday,4,12,2015,d_1775,,,,,1,0,1
2015/12/9,11545,Wednesday,5,12,2015,d_1776,,,,,1,1,1
2015/12/10,11545,Thursday,6,12,2015,d_1777,,,,,1,0,0
2015/12/11,11545,Friday,7,12,2015,d_1778,,,,,0,1,1
2015/12/12,11546,Saturday,1,12,2015,d_1779,,,,,0,1,1
2015/12/13,11546,Sunday,2,12,2015,d_1780,,,,,0,1,0
2015/12/14,11546,Monday,3,12,2015,d_1781,Chanukah End,Religious,,,0,0,1
2015/12/15,11546,Tuesday,4,12,2015,d_1782,,,,,0,1,1
2015/12/16,11546,Wednesday,5,12,2015,d_1783,,,,,0,0,0
2015/12/17,11546,Thursday,6,12,2015,d_1784,,,,,0,0,0
2015/12/18,11546,Friday,7,12,2015,d_1785,,,,,0,0,0
2015/12/19,11547,Saturday,1,12,2015,d_1786,,,,,0,0,0
2015/12/20,11547,Sunday,2,12,2015,d_1787,,,,,0,0,0
2015/12/21,11547,Monday,3,12,2015,d_1788,,,,,0,0,0
2015/12/22,11547,Tuesday,4,12,2015,d_1789,,,,,0,0,0
2015/12/23,11547,Wednesday,5,12,2015,d_1790,,,,,0,0,0
2015/12/24,11547,Thursday,6,12,2015,d_1791,,,,,0,0,0
2015/12/25,11547,Friday,7,12,2015,d_1792,Christmas,National,,,0,0,0
2015/12/26,11548,Saturday,1,12,2015,d_1793,,,,,0,0,0
2015/12/27,11548,Sunday,2,12,2015,d_1794,,,,,0,0,0
2015/12/28,11548,Monday,3,12,2015,d_1795,,,,,0,0,0
2015/12/29,11548,Tuesday,4,12,2015,d_1796,,,,,0,0,0
2015/12/30,11548,Wednesday,5,12,2015,d_1797,,,,,0,0,0
2015/12/31,11548,Thursday,6,12,2015,d_1798,,,,,0,0,0
2016/1/1,11548,Friday,7,1,2016,d_1799,NewYear,National,,,1,1,0
2016/1/2,11549,Saturday,1,1,2016,d_1800,,,,,1,0,1
2016/1/3,11549,Sunday,2,1,2016,d_1801,,,,,1,1,1
2016/1/4,11549,Monday,3,1,2016,d_1802,,,,,1,0,0
2016/1/5,11549,Tuesday,4,1,2016,d_1803,,,,,1,1,1
2016/1/6,11549,Wednesday,5,1,2016,d_1804,,,,,1,1,1
2016/1/7,11549,Thursday,6,1,2016,d_1805,OrthodoxChristmas,Religious,,,1,1,0
2016/1/8,11549,Friday,7,1,2016,d_1806,,,,,1,0,1
2016/1/9,11550,Saturday,1,1,2016,d_1807,,,,,1,1,1
2016/1/10,11550,Sunday,2,1,2016,d_1808,,,,,1,0,0
2016/1/11,11550,Monday,3,1,2016,d_1809,,,,,0,1,1
2016/1/12,11550,Tuesday,4,1,2016,d_1810,,,,,0,1,1
2016/1/13,11550,Wednesday,5,1,2016,d_1811,,,,,0,1,0
2016/1/14,11550,Thursday,6,1,2016,d_1812,,,,,0,0,1
2016/1/15,11550,Friday,7,1,2016,d_1813,,,,,0,1,1
2016/1/16,11551,Saturday,1,1,2016,d_1814,,,,,0,0,0
2016/1/17,11551,Sunday,2,1,2016,d_1815,,,,,0,0,0
2016/1/18,11551,Monday,3,1,2016,d_1816,MartinLutherKingDay,National,,,0,0,0
2016/1/19,11551,Tuesday,4,1,2016,d_1817,,,,,0,0,0
2016/1/20,11551,Wednesday,5,1,2016,d_1818,,,,,0,0,0
2016/1/21,11551,Thursday,6,1,2016,d_1819,,,,,0,0,0
2016/1/22,11551,Friday,7,1,2016,d_1820,,,,,0,0,0
2016/1/23,11552,Saturday,1,1,2016,d_1821,,,,,0,0,0
2016/1/24,11552,Sunday,2,1,2016,d_1822,,,,,0,0,0
2016/1/25,11552,Monday,3,1,2016,d_1823,,,,,0,0,0
2016/1/26,11552,Tuesday,4,1,2016,d_1824,,,,,0,0,0
2016/1/27,11552,Wednesday,5,1,2016,d_1825,,,,,0,0,0
2016/1/28,11552,Thursday,6,1,2016,d_1826,,,,,0,0,0
2016/1/29,11552,Friday,7,1,2016,d_1827,,,,,0,0,0
2016/1/30,11601,Saturday,1,1,2016,d_1828,,,,,0,0,0
2016/1/31,11601,Sunday,2,1,2016,d_1829,,,,,0,0,0
2016/2/1,11601,Monday,3,2,2016,d_1830,,,,,1,1,0
2016/2/2,11601,Tuesday,4,2,2016,d_1831,,,,,1,0,1
2016/2/3,11601,Wednesday,5,2,2016,d_1832,,,,,1,1,1
2016/2/4,11601,Thursday,6,2,2016,d_1833,,,,,1,0,0
2016/2/5,11601,Friday,7,2,2016,d_1834,,,,,1,1,1
2016/2/6,11602,Saturday,1,2,2016,d_1835,,,,,1,1,1
2016/2/7,11602,Sunday,2,2,2016,d_1836,SuperBowl,Sporting,,,1,1,0
2016/2/8,11602,Monday,3,2,2016,d_1837,,,,,1,0,1
2016/2/9,11602,Tuesday,4,2,2016,d_1838,,,,,1,1,1
2016/2/10,11602,Wednesday,5,2,2016,d_1839,LentStart,Religious,,,1,0,0
2016/2/11,11602,Thursday,6,2,2016,d_1840,,,,,0,1,1
2016/2/12,11602,Friday,7,2,2016,d_1841,,,,,0,1,1
2016/2/13,11603,Saturday,1,2,2016,d_1842,,,,,0,1,0
2016/2/14,11603,Sunday,2,2,2016,d_1843,ValentinesDay,Cultural,,,0,0,1
2016/2/15,11603,Monday,3,2,2016,d_1844,PresidentsDay,National,,,0,1,1
2016/2/16,11603,Tuesday,4,2,2016,d_1845,,,,,0,0,0
2016/2/17,11603,Wednesday,5,2,2016,d_1846,LentWeek2,Religious,,,0,0,0
2016/2/18,11603,Thursday,6,2,2016,d_1847,,,,,0,0,0
2016/2/19,11603,Friday,7,2,2016,d_1848,,,,,0,0,0
2016/2/20,11604,Saturday,1,2,2016,d_1849,,,,,0,0,0
2016/2/21,11604,Sunday,2,2,2016,d_1850,,,,,0,0,0
2016/2/22,11604,Monday,3,2,2016,d_1851,,,,,0,0,0
2016/2/23,11604,Tuesday,4,2,2016,d_1852,,,,,0,0,0
2016/2/24,11604,Wednesday,5,2,2016,d_1853,,,,,0,0,0
2016/2/25,11604,Thursday,6,2,2016,d_1854,,,,,0,0,0
2016/2/26,11604,Friday,7,2,2016,d_1855,,,,,0,0,0
2016/2/27,11605,Saturday,1,2,2016,d_1856,,,,,0,0,0
2016/2/28,11605,Sunday,2,2,2016,d_1857,,,,,0,0,0
2016/2/29,11605,Monday,3,2,2016,d_1858,,,,,0,0,0
2016/3/1,11605,Tuesday,4,3,2016,d_1859,,,,,1,1,0
2016/3/2,11605,Wednesday,5,3,2016,d_1860,,,,,1,0,1
2016/3/3,11605,Thursday,6,3,2016,d_1861,,,,,1,1,1
2016/3/4,11605,Friday,7,3,2016,d_1862,,,,,1,0,0
2016/3/5,11606,Saturday,1,3,2016,d_1863,,,,,1,1,1
2016/3/6,11606,Sunday,2,3,2016,d_1864,,,,,1,1,1
2016/3/7,11606,Monday,3,3,2016,d_1865,,,,,1,1,0
2016/3/8,11606,Tuesday,4,3,2016,d_1866,,,,,1,0,1
2016/3/9,11606,Wednesday,5,3,2016,d_1867,,,,,1,1,1
2016/3/10,11606,Thursday,6,3,2016,d_1868,,,,,1,0,0
